Area,Element,Item,Year,Unit,Value,Flag,Flag Description
World,Production,"Broad beans, horse beans, dry",1969,tonnes,4262570,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1970,tonnes,4521898,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1971,tonnes,4471669,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1972,tonnes,4454937,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1973,tonnes,4242961,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1974,tonnes,4262681,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1975,tonnes,4244673,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1976,tonnes,4130222,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1977,tonnes,3961525,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1978,tonnes,4293740,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1979,tonnes,4480917,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1980,tonnes,4494090,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1981,tonnes,4074732,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1982,tonnes,4304464,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1983,tonnes,4176444,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1984,tonnes,4300805,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1985,tonnes,4025664,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1986,tonnes,4063187,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1987,tonnes,4236077,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1988,tonnes,4651534,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1989,tonnes,4214237,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1990,tonnes,4351502,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1991,tonnes,3355189,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1992,tonnes,2768785,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1993,tonnes,3522276,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1994,tonnes,3619076,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1995,tonnes,3605726,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1996,tonnes,3675436,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1997,tonnes,3412803,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1998,tonnes,3793049,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1999,tonnes,3555255,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2000,tonnes,3782073,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2001,tonnes,4153400,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2002,tonnes,4334571,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2003,tonnes,4545595,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2004,tonnes,4319716,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2005,tonnes,4450128,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2006,tonnes,4093325,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2007,tonnes,4007657,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2008,tonnes,4214484,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2009,tonnes,4340566,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2010,tonnes,4466001,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2011,tonnes,4584837,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2012,tonnes,4635296,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2013,tonnes,4475152,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2014,tonnes,4443297,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2015,tonnes,4599946,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2016,tonnes,5061806,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2017,tonnes,5513094,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2018,tonnes,5362895,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",2019,tonnes,5431503,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1961,ha,4640230,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1962,ha,5809596,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1963,ha,4753752,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1964,ha,4100548,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1965,ha,4500202,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1966,ha,4832405,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1967,ha,4315667,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1968,ha,4122928,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1969,ha,4718478,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1970,ha,4618551,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1971,ha,4255771,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1972,ha,4331150,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1973,ha,4054622,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1974,ha,3883147,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1975,ha,3664265,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1976,ha,3588733,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1977,ha,3723488,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1978,ha,4021369,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1979,ha,3747475,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1980,ha,3673133,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1981,ha,3940203,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1982,ha,3499497,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1983,ha,3764617,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1984,ha,3675861,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1985,ha,3582790,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1986,ha,3432527,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1987,ha,3498867,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1988,ha,3577681,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1989,ha,3455765,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1990,ha,3625436,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1991,ha,4333279,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1992,ha,4990505,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1993,ha,4379135,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1994,ha,4130856,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1995,ha,3320554,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1996,ha,3020311,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1997,ha,2863205,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1998,ha,2691892,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,1999,ha,2745095,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,2000,ha,3466735,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,2001,ha,3090801,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,2002,ha,2067709,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,2003,ha,2147305,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,2004,ha,2426782,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,2005,ha,2482292,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,2006,ha,2750755,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Buckwheat,2007,ha,2739369,A,"Aggregate, may include official, semi-official, estimated or calculated data"
