Month number,Year,Month,Vehicle type,Category,Value
1,2013,January,Commercial vehicles,Produktion CV up to 6t,19743
7,2013,July,Passenger cars,New registrations Total,253146
7,2013,July,Passenger cars,New registrations German makes incl. group makes,182440
7,2013,July,Passenger cars,New registrations Foreign makes,70706
7,2013,July,Passenger cars,Export,360169
7,2013,July,Passenger cars,Production,444960
7,2013,July,Commercial vehicles,New registrations Total,27946
7,2013,July,Commercial vehicles,New registrations Total CV up to 6t,20197
7,2013,July,Commercial vehicles,New registrations CV up to 2t,1466
7,2013,July,Commercial vehicles,"New registrations CV over 2 to 3,5t",18133
7,2013,July,Commercial vehicles,"New registrations CV over 3,5 to 6t",598
7,2013,July,Commercial vehicles,New registrations Total CV over 6t,7323
7,2013,July,Commercial vehicles,New registrations CV over 6 to 16t,2420
7,2013,July,Commercial vehicles,New registrations CV over 16t,4903
7,2013,July,Commercial vehicles,New registrations Total Buses,426
7,2013,July,Commercial vehicles,Trailer Total,26660
7,2013,July,Commercial vehicles,Trailer - Semitrailers,2425
7,2013,July,Commercial vehicles,Trailer - Caravans,1852
7,2013,July,Commercial vehicles,Export CV up to 6t,16072
7,2013,July,Commercial vehicles,Produktion CV up to 6t,20857
6,2013,June,Passenger cars,New registrations Total,282913
6,2013,June,Passenger cars,New registrations German makes incl. group makes,205384
6,2013,June,Passenger cars,New registrations Foreign makes,77529
6,2013,June,Passenger cars,Export,357599
6,2013,June,Passenger cars,Production,475779
6,2013,June,Commercial vehicles,New registrations Total,27148
6,2013,June,Commercial vehicles,New registrations Total CV up to 6t,20259
6,2013,June,Commercial vehicles,New registrations CV up to 2t,1391
6,2013,June,Commercial vehicles,"New registrations CV over 2 to 3,5t",18400
6,2013,June,Commercial vehicles,"New registrations CV over 3,5 to 6t",468
6,2013,June,Commercial vehicles,New registrations Total CV over 6t,6567
6,2013,June,Commercial vehicles,New registrations CV over 6 to 16t,2256
6,2013,June,Commercial vehicles,New registrations CV over 16t,4311
6,2013,June,Commercial vehicles,New registrations Total Buses,322
6,2013,June,Commercial vehicles,Trailer Total,24490
6,2013,June,Commercial vehicles,Trailer - Semitrailers,2356
6,2013,June,Commercial vehicles,Trailer - Caravans,1763
6,2013,June,Commercial vehicles,Export CV up to 6t,19676
6,2013,June,Commercial vehicles,Produktion CV up to 6t,26161
3,2013,March,Passenger cars,New registrations Total,281184
3,2013,March,Passenger cars,New registrations German makes incl. group makes,197423
3,2013,March,Passenger cars,New registrations Foreign makes,83761
3,2013,March,Passenger cars,Export,369323
3,2013,March,Passenger cars,Production,474467
3,2013,March,Commercial vehicles,New registrations Total,25121
3,2013,March,Commercial vehicles,New registrations Total CV up to 6t,17795
3,2013,March,Commercial vehicles,New registrations CV up to 2t,1168
3,2013,March,Commercial vehicles,"New registrations CV over 2 to 3,5t",16098
3,2013,March,Commercial vehicles,"New registrations CV over 3,5 to 6t",529
3,2013,March,Commercial vehicles,New registrations Total CV over 6t,6949
3,2013,March,Commercial vehicles,New registrations CV over 6 to 16t,2069
3,2013,March,Commercial vehicles,New registrations CV over 16t,4880
3,2013,March,Commercial vehicles,New registrations Total Buses,377
3,2013,March,Commercial vehicles,Trailer Total,22630
3,2013,March,Commercial vehicles,Trailer - Semitrailers,2525
3,2013,March,Commercial vehicles,Trailer - Caravans,2511
3,2013,March,Commercial vehicles,Export CV up to 6t,19937
3,2013,March,Commercial vehicles,Produktion CV up to 6t,24014
5,2013,May,Passenger cars,New registrations Total,261316
5,2013,May,Passenger cars,New registrations German makes incl. group makes,191943
5,2013,May,Passenger cars,New registrations Foreign makes,69373
5,2013,May,Passenger cars,Export,318154
5,2013,May,Passenger cars,Production,428684
5,2013,May,Commercial vehicles,New registrations Total,24094
5,2013,May,Commercial vehicles,New registrations Total CV up to 6t,17329
5,2013,May,Commercial vehicles,New registrations CV up to 2t,1210
5,2013,May,Commercial vehicles,"New registrations CV over 2 to 3,5t",15635
5,2013,May,Commercial vehicles,"New registrations CV over 3,5 to 6t",484
5,2013,May,Commercial vehicles,New registrations Total CV over 6t,6371
5,2013,May,Commercial vehicles,New registrations CV over 6 to 16t,2001
5,2013,May,Commercial vehicles,New registrations CV over 16t,4370
5,2013,May,Commercial vehicles,New registrations Total Buses,394
5,2013,May,Commercial vehicles,Trailer Total,27145
5,2013,May,Commercial vehicles,Trailer - Semitrailers,2217
5,2013,May,Commercial vehicles,Trailer - Caravans,2670
5,2013,May,Commercial vehicles,Export CV up to 6t,17028
5,2013,May,Commercial vehicles,Produktion CV up to 6t,23212
11,2013,November,Passenger cars,New registrations Total,254651
11,2013,November,Passenger cars,New registrations German makes incl. group makes,188477
11,2013,November,Passenger cars,New registrations Foreign makes,66174
11,2013,November,Passenger cars,Export,416851
11,2013,November,Passenger cars,Production,537383
11,2013,November,Commercial vehicles,New registrations Total,31036
11,2013,November,Commercial vehicles,New registrations Total CV up to 6t,23308
11,2013,November,Commercial vehicles,New registrations CV up to 2t,1472
11,2013,November,Commercial vehicles,"New registrations CV over 2 to 3,5t",21152
11,2013,November,Commercial vehicles,"New registrations CV over 3,5 to 6t",684
11,2013,November,Commercial vehicles,New registrations Total CV over 6t,7163
11,2013,November,Commercial vehicles,New registrations CV over 6 to 16t,2265
11,2013,November,Commercial vehicles,New registrations CV over 16t,4898
11,2013,November,Commercial vehicles,New registrations Total Buses,565
11,2013,November,Commercial vehicles,Trailer Total,16222
11,2013,November,Commercial vehicles,Trailer - Semitrailers,2313
11,2013,November,Commercial vehicles,Trailer - Caravans,571
11,2013,November,Commercial vehicles,Export CV up to 6t,20800
11,2013,November,Commercial vehicles,Produktion CV up to 6t,29256
10,2013,October,Passenger cars,New registrations Total,265441
10,2013,October,Passenger cars,New registrations German makes incl. group makes,195157
10,2013,October,Passenger cars,New registrations Foreign makes,70284
10,2013,October,Passenger cars,Export,353728
10,2013,October,Passenger cars,Production,456669
10,2013,October,Commercial vehicles,New registrations Total,28189
10,2013,October,Commercial vehicles,New registrations Total CV up to 6t,20686
10,2013,October,Commercial vehicles,New registrations CV up to 2t,1326
10,2013,October,Commercial vehicles,"New registrations CV over 2 to 3,5t",18742
10,2013,October,Commercial vehicles,"New registrations CV over 3,5 to 6t",618
10,2013,October,Commercial vehicles,New registrations Total CV over 6t,6952
10,2013,October,Commercial vehicles,New registrations CV over 6 to 16t,2323
10,2013,October,Commercial vehicles,New registrations CV over 16t,4629
10,2013,October,Commercial vehicles,New registrations Total Buses,551
10,2013,October,Commercial vehicles,Trailer Total,21194
10,2013,October,Commercial vehicles,Trailer - Semitrailers,2591
10,2013,October,Commercial vehicles,Trailer - Caravans,837
10,2013,October,Commercial vehicles,Export CV up to 6t,15980
10,2013,October,Commercial vehicles,Produktion CV up to 6t,23137
9,2013,September,Passenger cars,New registrations Total,247199
9,2013,September,Passenger cars,New registrations German makes incl. group makes,176912
9,2013,September,Passenger cars,New registrations Foreign makes,70287
9,2013,September,Passenger cars,Export,392423
9,2013,September,Passenger cars,Production,514468
9,2013,September,Commercial vehicles,New registrations Total,25154
9,2013,September,Commercial vehicles,New registrations Total CV up to 6t,17706
9,2013,September,Commercial vehicles,New registrations CV up to 2t,1181
9,2013,September,Commercial vehicles,"New registrations CV over 2 to 3,5t",16108
9,2013,September,Commercial vehicles,"New registrations CV over 3,5 to 6t",417
9,2013,September,Commercial vehicles,New registrations Total CV over 6t,6974
9,2013,September,Commercial vehicles,New registrations CV over 6 to 16t,2382
9,2013,September,Commercial vehicles,New registrations CV over 16t,4592
9,2013,September,Commercial vehicles,New registrations Total Buses,474
9,2013,September,Commercial vehicles,Trailer Total,21608
9,2013,September,Commercial vehicles,Trailer - Semitrailers,2486
9,2013,September,Commercial vehicles,Trailer - Caravans,891
9,2013,September,Commercial vehicles,Export CV up to 6t,17456
9,2013,September,Commercial vehicles,Produktion CV up to 6t,25196
4,2014,April,Passenger cars,New registrations Total,274097
4,2014,April,Passenger cars,New registrations German makes incl. group makes,199680
4,2014,April,Passenger cars,New registrations Foreign makes,74417
4,2014,April,Passenger cars,Export,382494
4,2014,April,Passenger cars,Production,494416
4,2014,April,Commercial vehicles,New registrations Total,26554
4,2014,April,Commercial vehicles,New registrations Total CV up to 6t,18530
4,2014,April,Commercial vehicles,New registrations CV up to 2t,1280
4,2014,April,Commercial vehicles,"New registrations CV over 2 to 3,5t",16767
4,2014,April,Commercial vehicles,"New registrations CV over 3,5 to 6t",483
4,2014,April,Commercial vehicles,New registrations Total CV over 6t,7496
4,2014,April,Commercial vehicles,New registrations CV over 6 to 16t,1930
4,2014,April,Commercial vehicles,New registrations CV over 16t,5566
4,2014,April,Commercial vehicles,New registrations Total Buses,528
4,2014,April,Commercial vehicles,Trailer Total,30602
4,2014,April,Commercial vehicles,Trailer - Semitrailers,2662
4,2014,April,Commercial vehicles,Trailer - Caravans,2861
4,2014,April,Commercial vehicles,Export CV up to 6t,19676
4,2014,April,Commercial vehicles,Produktion CV up to 6t,27804
8,2014,August,Passenger cars,New registrations Total,213092
8,2014,August,Passenger cars,New registrations German makes incl. group makes,152179
8,2014,August,Passenger cars,New registrations Foreign makes,60913
8,2014,August,Passenger cars,Export,226288
8,2014,August,Passenger cars,Production,272744
8,2014,August,Commercial vehicles,New registrations Total,23509
8,2014,August,Commercial vehicles,New registrations Total CV up to 6t,17647
8,2014,August,Commercial vehicles,New registrations CV up to 2t,1086
8,2014,August,Commercial vehicles,"New registrations CV over 2 to 3,5t",16087
8,2014,August,Commercial vehicles,"New registrations CV over 3,5 to 6t",474
8,2014,August,Commercial vehicles,New registrations Total CV over 6t,5523
8,2014,August,Commercial vehicles,New registrations CV over 6 to 16t,1616
8,2014,August,Commercial vehicles,New registrations CV over 16t,3907
8,2014,August,Commercial vehicles,New registrations Total Buses,339
8,2014,August,Commercial vehicles,Trailer Total,20283
8,2014,August,Commercial vehicles,Trailer - Semitrailers,1972
8,2014,August,Commercial vehicles,Trailer - Caravans,1151
8,2014,August,Commercial vehicles,Export CV up to 6t,14427
8,2014,August,Commercial vehicles,Produktion CV up to 6t,20743
12,2014,December,Passenger cars,New registrations Total,229700
12,2014,December,Passenger cars,New registrations German makes incl. group makes,164893
12,2014,December,Passenger cars,New registrations Foreign makes,64807
12,2014,December,Passenger cars,Export,295407
12,2014,December,Passenger cars,Production,367003
12,2014,December,Commercial vehicles,New registrations Total,27970
12,2014,December,Commercial vehicles,New registrations Total CV up to 6t,21848
12,2014,December,Commercial vehicles,New registrations CV up to 2t,1505
12,2014,December,Commercial vehicles,"New registrations CV over 2 to 3,5t",19728
12,2014,December,Commercial vehicles,"New registrations CV over 3,5 to 6t",615
12,2014,December,Commercial vehicles,New registrations Total CV over 6t,5291
12,2014,December,Commercial vehicles,New registrations CV over 6 to 16t,1501
12,2014,December,Commercial vehicles,New registrations CV over 16t,3790
12,2014,December,Commercial vehicles,New registrations Total Buses,831
12,2014,December,Commercial vehicles,Trailer Total,13200
12,2014,December,Commercial vehicles,Trailer - Semitrailers,1971
12,2014,December,Commercial vehicles,Trailer - Caravans,487
12,2014,December,Commercial vehicles,Export CV up to 6t,15827
12,2014,December,Commercial vehicles,Produktion CV up to 6t,19435
2,2014,February,Passenger cars,New registrations Total,209349
2,2014,February,Passenger cars,New registrations German makes incl. group makes,150100
2,2014,February,Passenger cars,New registrations Foreign makes,59249
2,2014,February,Passenger cars,Export,405493
2,2014,February,Passenger cars,Production,513041
2,2014,February,Commercial vehicles,New registrations Total,21795
2,2014,February,Commercial vehicles,New registrations Total CV up to 6t,14932
2,2014,February,Commercial vehicles,New registrations CV up to 2t,1058
2,2014,February,Commercial vehicles,"New registrations CV over 2 to 3,5t",13423
2,2014,February,Commercial vehicles,"New registrations CV over 3,5 to 6t",451
2,2014,February,Commercial vehicles,New registrations Total CV over 6t,6481
2,2014,February,Commercial vehicles,New registrations CV over 6 to 16t,1813
2,2014,February,Commercial vehicles,New registrations CV over 16t,4668
2,2014,February,Commercial vehicles,New registrations Total Buses,382
2,2014,February,Commercial vehicles,Trailer Total,18582
2,2014,February,Commercial vehicles,Trailer - Semitrailers,2353
2,2014,February,Commercial vehicles,Trailer - Caravans,910
2,2014,February,Commercial vehicles,Export CV up to 6t,18925
2,2014,February,Commercial vehicles,Produktion CV up to 6t,23337
1,2014,January,Passenger cars,New registrations Total,205996
1,2014,January,Passenger cars,New registrations German makes incl. group makes,149483
1,2014,January,Passenger cars,New registrations Foreign makes,56513
1,2014,January,Passenger cars,Export,343408
1,2014,January,Passenger cars,Production,442430
1,2014,January,Commercial vehicles,New registrations Total,20516
1,2014,January,Commercial vehicles,New registrations Total CV up to 6t,15311
1,2014,January,Commercial vehicles,New registrations CV up to 2t,1109
1,2014,January,Commercial vehicles,"New registrations CV over 2 to 3,5t",13862
1,2014,January,Commercial vehicles,"New registrations CV over 3,5 to 6t",340
1,2014,January,Commercial vehicles,New registrations Total CV over 6t,4830
1,2014,January,Commercial vehicles,New registrations CV over 6 to 16t,1208
1,2014,January,Commercial vehicles,New registrations CV over 16t,3622
1,2014,January,Commercial vehicles,New registrations Total Buses,375
1,2014,January,Commercial vehicles,Trailer Total,15008
1,2014,January,Commercial vehicles,Trailer - Semitrailers,2286
1,2014,January,Commercial vehicles,Trailer - Caravans,561
1,2014,January,Commercial vehicles,Export CV up to 6t,18501
1,2014,January,Commercial vehicles,Produktion CV up to 6t,25329
7,2014,July,Passenger cars,New registrations Total,270249
7,2014,July,Passenger cars,New registrations German makes incl. group makes,199895
7,2014,July,Passenger cars,New registrations Foreign makes,70354
7,2014,July,Passenger cars,Export,408369
7,2014,July,Passenger cars,Production,535001
7,2014,July,Commercial vehicles,New registrations Total,28885
7,2014,July,Commercial vehicles,New registrations Total CV up to 6t,21442
7,2014,July,Commercial vehicles,New registrations CV up to 2t,1269
7,2014,July,Commercial vehicles,"New registrations CV over 2 to 3,5t",19592
7,2014,July,Commercial vehicles,"New registrations CV over 3,5 to 6t",581
7,2014,July,Commercial vehicles,New registrations Total CV over 6t,7090
7,2014,July,Commercial vehicles,New registrations CV over 6 to 16t,1989
7,2014,July,Commercial vehicles,New registrations CV over 16t,5101
7,2014,July,Commercial vehicles,New registrations Total Buses,353
7,2014,July,Commercial vehicles,Trailer Total,27151
7,2014,July,Commercial vehicles,Trailer - Semitrailers,2684
7,2014,July,Commercial vehicles,Trailer - Caravans,2065
7,2014,July,Commercial vehicles,Export CV up to 6t,19527
7,2014,July,Commercial vehicles,Produktion CV up to 6t,25655
6,2014,June,Passenger cars,New registrations Total,277614
6,2014,June,Passenger cars,New registrations German makes incl. group makes,198641
6,2014,June,Passenger cars,New registrations Foreign makes,78973
6,2014,June,Passenger cars,Export,333569
6,2014,June,Passenger cars,Production,456069
6,2014,June,Commercial vehicles,New registrations Total,28903
6,2014,June,Commercial vehicles,New registrations Total CV up to 6t,21485
6,2014,June,Commercial vehicles,New registrations CV up to 2t,1486
6,2014,June,Commercial vehicles,"New registrations CV over 2 to 3,5t",19490
6,2014,June,Commercial vehicles,"New registrations CV over 3,5 to 6t",509
6,2014,June,Commercial vehicles,New registrations Total CV over 6t,7050
6,2014,June,Commercial vehicles,New registrations CV over 6 to 16t,1832
6,2014,June,Commercial vehicles,New registrations CV over 16t,5218
6,2014,June,Commercial vehicles,New registrations Total Buses,368
6,2014,June,Commercial vehicles,Trailer Total,24905
6,2014,June,Commercial vehicles,Trailer - Semitrailers,2632
6,2014,June,Commercial vehicles,Trailer - Caravans,1995
6,2014,June,Commercial vehicles,Export CV up to 6t,20082
6,2014,June,Commercial vehicles,Produktion CV up to 6t,28063
3,2014,March,Passenger cars,New registrations Total,296408
3,2014,March,Passenger cars,New registrations German makes incl. group makes,208460
3,2014,March,Passenger cars,New registrations Foreign makes,87948
3,2014,March,Passenger cars,Export,396867
3,2014,March,Passenger cars,Production,522428
3,2014,March,Commercial vehicles,New registrations Total,27583
3,2014,March,Commercial vehicles,New registrations Total CV up to 6t,19072
3,2014,March,Commercial vehicles,New registrations CV up to 2t,1445
3,2014,March,Commercial vehicles,"New registrations CV over 2 to 3,5t",17119
3,2014,March,Commercial vehicles,"New registrations CV over 3,5 to 6t",508
3,2014,March,Commercial vehicles,New registrations Total CV over 6t,8077
3,2014,March,Commercial vehicles,New registrations CV over 6 to 16t,2080
3,2014,March,Commercial vehicles,New registrations CV over 16t,5997
3,2014,March,Commercial vehicles,New registrations Total Buses,434
3,2014,March,Commercial vehicles,Trailer Total,29306
3,2014,March,Commercial vehicles,Trailer - Semitrailers,2969
3,2014,March,Commercial vehicles,Trailer - Caravans,2037
3,2014,March,Commercial vehicles,Export CV up to 6t,19935
3,2014,March,Commercial vehicles,Produktion CV up to 6t,24855
5,2014,May,Passenger cars,New registrations Total,274804
5,2014,May,Passenger cars,New registrations German makes incl. group makes,199133
5,2014,May,Passenger cars,New registrations Foreign makes,75671
5,2014,May,Passenger cars,Export,369024
5,2014,May,Passenger cars,Production,482483
5,2014,May,Commercial vehicles,New registrations Total,27978
5,2014,May,Commercial vehicles,New registrations Total CV up to 6t,20256
5,2014,May,Commercial vehicles,New registrations CV up to 2t,1226
5,2014,May,Commercial vehicles,"New registrations CV over 2 to 3,5t",18532
5,2014,May,Commercial vehicles,"New registrations CV over 3,5 to 6t",498
5,2014,May,Commercial vehicles,New registrations Total CV over 6t,7245
5,2014,May,Commercial vehicles,New registrations CV over 6 to 16t,1896
5,2014,May,Commercial vehicles,New registrations CV over 16t,5349
5,2014,May,Commercial vehicles,New registrations Total Buses,477
5,2014,May,Commercial vehicles,Trailer Total,27140
5,2014,May,Commercial vehicles,Trailer - Semitrailers,2815
5,2014,May,Commercial vehicles,Trailer - Caravans,2517
5,2014,May,Commercial vehicles,Export CV up to 6t,20251
5,2014,May,Commercial vehicles,Produktion CV up to 6t,27494
11,2014,November,Passenger cars,New registrations Total,250082
11,2014,November,Passenger cars,New registrations German makes incl. group makes,184185
11,2014,November,Passenger cars,New registrations Foreign makes,65897
11,2014,November,Passenger cars,Export,392276
11,2014,November,Passenger cars,Production,515340
11,2014,November,Commercial vehicles,New registrations Total,28222
11,2014,November,Commercial vehicles,New registrations Total CV up to 6t,21349
11,2014,November,Commercial vehicles,New registrations CV up to 2t,1269
11,2014,November,Commercial vehicles,"New registrations CV over 2 to 3,5t",19368
11,2014,November,Commercial vehicles,"New registrations CV over 3,5 to 6t",712
11,2014,November,Commercial vehicles,New registrations Total CV over 6t,6247
11,2014,November,Commercial vehicles,New registrations CV over 6 to 16t,1928
11,2014,November,Commercial vehicles,New registrations CV over 16t,4319
11,2014,November,Commercial vehicles,New registrations Total Buses,626
11,2014,November,Commercial vehicles,Trailer Total,16900
11,2014,November,Commercial vehicles,Trailer - Semitrailers,2547
11,2014,November,Commercial vehicles,Trailer - Caravans,568
11,2014,November,Commercial vehicles,Export CV up to 6t,18556
11,2014,November,Commercial vehicles,Produktion CV up to 6t,25247
10,2014,October,Passenger cars,New registrations Total,275320
10,2014,October,Passenger cars,New registrations German makes incl. group makes,198801
10,2014,October,Passenger cars,New registrations Foreign makes,76519
10,2014,October,Passenger cars,Export,358136
10,2014,October,Passenger cars,Production,478999
10,2014,October,Commercial vehicles,New registrations Total,30897
10,2014,October,Commercial vehicles,New registrations Total CV up to 6t,22953
10,2014,October,Commercial vehicles,New registrations CV up to 2t,1500
10,2014,October,Commercial vehicles,"New registrations CV over 2 to 3,5t",20760
10,2014,October,Commercial vehicles,"New registrations CV over 3,5 to 6t",693
10,2014,October,Commercial vehicles,New registrations Total CV over 6t,7431
10,2014,October,Commercial vehicles,New registrations CV over 6 to 16t,2090
10,2014,October,Commercial vehicles,New registrations CV over 16t,5341
10,2014,October,Commercial vehicles,New registrations Total Buses,513
10,2014,October,Commercial vehicles,Trailer Total,23833
10,2014,October,Commercial vehicles,Trailer - Semitrailers,3003
10,2014,October,Commercial vehicles,Trailer - Caravans,1074
10,2014,October,Commercial vehicles,Export CV up to 6t,19713
10,2014,October,Commercial vehicles,Produktion CV up to 6t,26320
9,2014,September,Passenger cars,New registrations Total,260062
9,2014,September,Passenger cars,New registrations German makes incl. group makes,185430
9,2014,September,Passenger cars,New registrations Foreign makes,74632
9,2014,September,Passenger cars,Export,391796
9,2014,September,Passenger cars,Production,524072
9,2014,September,Commercial vehicles,New registrations Total,27133
9,2014,September,Commercial vehicles,New registrations Total CV up to 6t,19840
9,2014,September,Commercial vehicles,New registrations CV up to 2t,1341
9,2014,September,Commercial vehicles,"New registrations CV over 2 to 3,5t",18021
9,2014,September,Commercial vehicles,"New registrations CV over 3,5 to 6t",478
9,2014,September,Commercial vehicles,New registrations Total CV over 6t,6868
9,2014,September,Commercial vehicles,New registrations CV over 6 to 16t,1860
9,2014,September,Commercial vehicles,New registrations CV over 16t,5008
9,2014,September,Commercial vehicles,New registrations Total Buses,425
9,2014,September,Commercial vehicles,Trailer Total,24430
9,2014,September,Commercial vehicles,Trailer - Semitrailers,2573
9,2014,September,Commercial vehicles,Trailer - Caravans,947
9,2014,September,Commercial vehicles,Export CV up to 6t,20857
9,2014,September,Commercial vehicles,Produktion CV up to 6t,29240
4,2015,April,Passenger cars,New registrations Total,291395
4,2015,April,Passenger cars,New registrations German makes incl. group makes,211452
4,2015,April,Passenger cars,New registrations Foreign makes,79943
4,2015,April,Passenger cars,Export,366905
4,2015,April,Passenger cars,Production,479631
4,2015,April,Commercial vehicles,New registrations Total,28422
4,2015,April,Commercial vehicles,New registrations Total CV up to 6t,20724
4,2015,April,Commercial vehicles,New registrations CV up to 2t,1443
4,2015,April,Commercial vehicles,"New registrations CV over 2 to 3,5t",18759
4,2015,April,Commercial vehicles,"New registrations CV over 3,5 to 6t",522
4,2015,April,Commercial vehicles,New registrations Total CV over 6t,7154
4,2015,April,Commercial vehicles,New registrations CV over 6 to 16t,1691
4,2015,April,Commercial vehicles,New registrations CV over 16t,5463
4,2015,April,Commercial vehicles,New registrations Total Buses,544
4,2015,April,Commercial vehicles,Trailer Total,30332
4,2015,April,Commercial vehicles,Trailer - Semitrailers,2866
4,2015,April,Commercial vehicles,Trailer - Caravans,2623
4,2015,April,Commercial vehicles,Export CV up to 6t,20821
4,2015,April,Commercial vehicles,Produktion CV up to 6t,27932
8,2015,August,Passenger cars,New registrations Total,226314
8,2015,August,Passenger cars,New registrations German makes incl. group makes,158405
8,2015,August,Passenger cars,New registrations Foreign makes,67909
8,2015,August,Passenger cars,Export,270156
8,2015,August,Passenger cars,Production,338834
8,2015,August,Commercial vehicles,New registrations Total,21471
8,2015,August,Commercial vehicles,New registrations Total CV up to 6t,15442
8,2015,August,Commercial vehicles,New registrations CV up to 2t,1223
8,2015,August,Commercial vehicles,"New registrations CV over 2 to 3,5t",13779
8,2015,August,Commercial vehicles,"New registrations CV over 3,5 to 6t",440
8,2015,August,Commercial vehicles,New registrations Total CV over 6t,5593
8,2015,August,Commercial vehicles,New registrations CV over 6 to 16t,1548
8,2015,August,Commercial vehicles,New registrations CV over 16t,4045
8,2015,August,Commercial vehicles,New registrations Total Buses,436
8,2015,August,Commercial vehicles,Trailer Total,21091
8,2015,August,Commercial vehicles,Trailer - Semitrailers,2172
8,2015,August,Commercial vehicles,Trailer - Caravans,1170
8,2015,August,Commercial vehicles,Export CV up to 6t,13257
8,2015,August,Commercial vehicles,Produktion CV up to 6t,19059
12,2015,December,Passenger cars,New registrations Total,247355
12,2015,December,Passenger cars,New registrations German makes incl. group makes,173883
12,2015,December,Passenger cars,New registrations Foreign makes,73472
12,2015,December,Passenger cars,Export,278750
12,2015,December,Passenger cars,Production,329975
12,2015,December,Commercial vehicles,New registrations Total,30410
12,2015,December,Commercial vehicles,New registrations Total CV up to 6t,23051
12,2015,December,Commercial vehicles,New registrations CV up to 2t,1718
12,2015,December,Commercial vehicles,"New registrations CV over 2 to 3,5t",20709
12,2015,December,Commercial vehicles,"New registrations CV over 3,5 to 6t",624
12,2015,December,Commercial vehicles,New registrations Total CV over 6t,6432
12,2015,December,Commercial vehicles,New registrations CV over 6 to 16t,2353
12,2015,December,Commercial vehicles,New registrations CV over 16t,4079
12,2015,December,Commercial vehicles,New registrations Total Buses,927
12,2015,December,Commercial vehicles,Trailer Total,14423
12,2015,December,Commercial vehicles,Trailer - Semitrailers,1930
12,2015,December,Commercial vehicles,Trailer - Caravans,459
12,2015,December,Commercial vehicles,Export CV up to 6t,18203
12,2015,December,Commercial vehicles,Produktion CV up to 6t,22681
2,2015,February,Passenger cars,New registrations Total,223254
2,2015,February,Passenger cars,New registrations German makes incl. group makes,163890
2,2015,February,Passenger cars,New registrations Foreign makes,59364
2,2015,February,Passenger cars,Export,384650
2,2015,February,Passenger cars,Production,501118
2,2015,February,Commercial vehicles,New registrations Total,22006
2,2015,February,Commercial vehicles,New registrations Total CV up to 6t,16273
2,2015,February,Commercial vehicles,New registrations CV up to 2t,1065
2,2015,February,Commercial vehicles,"New registrations CV over 2 to 3,5t",14750
2,2015,February,Commercial vehicles,"New registrations CV over 3,5 to 6t",458
2,2015,February,Commercial vehicles,New registrations Total CV over 6t,5410
2,2015,February,Commercial vehicles,New registrations CV over 6 to 16t,1178
2,2015,February,Commercial vehicles,New registrations CV over 16t,4232
2,2015,February,Commercial vehicles,New registrations Total Buses,323
2,2015,February,Commercial vehicles,Trailer Total,17482
2,2015,February,Commercial vehicles,Trailer - Semitrailers,2347
2,2015,February,Commercial vehicles,Trailer - Caravans,1035
2,2015,February,Commercial vehicles,Export CV up to 6t,21267
2,2015,February,Commercial vehicles,Produktion CV up to 6t,26000
1,2015,January,Passenger cars,New registrations Total,211337
1,2015,January,Passenger cars,New registrations German makes incl. group makes,155039
1,2015,January,Passenger cars,New registrations Foreign makes,56298
1,2015,January,Passenger cars,Export,333524
1,2015,January,Passenger cars,Production,421510
1,2015,January,Commercial vehicles,New registrations Total,21635
1,2015,January,Commercial vehicles,New registrations Total CV up to 6t,15562
1,2015,January,Commercial vehicles,New registrations CV up to 2t,1178
1,2015,January,Commercial vehicles,"New registrations CV over 2 to 3,5t",13999
1,2015,January,Commercial vehicles,"New registrations CV over 3,5 to 6t",385
1,2015,January,Commercial vehicles,New registrations Total CV over 6t,5634
1,2015,January,Commercial vehicles,New registrations CV over 6 to 16t,1205
1,2015,January,Commercial vehicles,New registrations CV over 16t,4429
1,2015,January,Commercial vehicles,New registrations Total Buses,439
1,2015,January,Commercial vehicles,Trailer Total,14194
1,2015,January,Commercial vehicles,Trailer - Semitrailers,2517
1,2015,January,Commercial vehicles,Trailer - Caravans,579
1,2015,January,Commercial vehicles,Export CV up to 6t,19694
1,2015,January,Commercial vehicles,Produktion CV up to 6t,27071
7,2015,July,Passenger cars,New registrations Total,290196
7,2015,July,Passenger cars,New registrations German makes incl. group makes,211386
7,2015,July,Passenger cars,New registrations Foreign makes,78810
7,2015,July,Passenger cars,Export,408918
7,2015,July,Passenger cars,Production,533264
7,2015,July,Commercial vehicles,New registrations Total,28895
7,2015,July,Commercial vehicles,New registrations Total CV up to 6t,20679
7,2015,July,Commercial vehicles,New registrations CV up to 2t,1427
7,2015,July,Commercial vehicles,"New registrations CV over 2 to 3,5t",18662
7,2015,July,Commercial vehicles,"New registrations CV over 3,5 to 6t",590
7,2015,July,Commercial vehicles,New registrations Total CV over 6t,7790
7,2015,July,Commercial vehicles,New registrations CV over 6 to 16t,2079
7,2015,July,Commercial vehicles,New registrations CV over 16t,5711
7,2015,July,Commercial vehicles,New registrations Total Buses,426
7,2015,July,Commercial vehicles,Trailer Total,29246
7,2015,July,Commercial vehicles,Trailer - Semitrailers,3186
7,2015,July,Commercial vehicles,Trailer - Caravans,2200
7,2015,July,Commercial vehicles,Export CV up to 6t,18977
7,2015,July,Commercial vehicles,Produktion CV up to 6t,22937
6,2015,June,Passenger cars,New registrations Total,313539
6,2015,June,Passenger cars,New registrations German makes incl. group makes,228069
