Month number,Year,Month,Vehicle type,Category,Value
6,2015,June,Passenger cars,New registrations Foreign makes,85470
6,2015,June,Passenger cars,Export,392428
6,2015,June,Passenger cars,Production,513315
6,2015,June,Commercial vehicles,New registrations Total,31619
6,2015,June,Commercial vehicles,New registrations Total CV up to 6t,23301
6,2015,June,Commercial vehicles,New registrations CV up to 2t,1532
6,2015,June,Commercial vehicles,"New registrations CV over 2 to 3,5t",21221
6,2015,June,Commercial vehicles,"New registrations CV over 3,5 to 6t",548
6,2015,June,Commercial vehicles,New registrations Total CV over 6t,7866
6,2015,June,Commercial vehicles,New registrations CV over 6 to 16t,2185
6,2015,June,Commercial vehicles,New registrations CV over 16t,5681
6,2015,June,Commercial vehicles,New registrations Total Buses,452
6,2015,June,Commercial vehicles,Trailer Total,28029
6,2015,June,Commercial vehicles,Trailer - Semitrailers,2886
6,2015,June,Commercial vehicles,Trailer - Caravans,2193
6,2015,June,Commercial vehicles,Export CV up to 6t,22254
6,2015,June,Commercial vehicles,Produktion CV up to 6t,29727
3,2015,March,Passenger cars,New registrations Total,323039
3,2015,March,Passenger cars,New registrations German makes incl. group makes,228369
3,2015,March,Passenger cars,New registrations Foreign makes,94670
3,2015,March,Passenger cars,Export,429929
3,2015,March,Passenger cars,Production,556049
3,2015,March,Commercial vehicles,New registrations Total,31196
3,2015,March,Commercial vehicles,New registrations Total CV up to 6t,22603
3,2015,March,Commercial vehicles,New registrations CV up to 2t,1551
3,2015,March,Commercial vehicles,"New registrations CV over 2 to 3,5t",20533
3,2015,March,Commercial vehicles,"New registrations CV over 3,5 to 6t",519
3,2015,March,Commercial vehicles,New registrations Total CV over 6t,8069
3,2015,March,Commercial vehicles,New registrations CV over 6 to 16t,1888
3,2015,March,Commercial vehicles,New registrations CV over 16t,6181
3,2015,March,Commercial vehicles,New registrations Total Buses,524
3,2015,March,Commercial vehicles,Trailer Total,31063
3,2015,March,Commercial vehicles,Trailer - Semitrailers,3045
3,2015,March,Commercial vehicles,Trailer - Caravans,2764
3,2015,March,Commercial vehicles,Export CV up to 6t,21417
3,2015,March,Commercial vehicles,Produktion CV up to 6t,30193
5,2015,May,Passenger cars,New registrations Total,256385
5,2015,May,Passenger cars,New registrations German makes incl. group makes,183774
5,2015,May,Passenger cars,New registrations Foreign makes,72611
5,2015,May,Passenger cars,Export,341394
5,2015,May,Passenger cars,Production,447925
5,2015,May,Commercial vehicles,New registrations Total,25428
5,2015,May,Commercial vehicles,New registrations Total CV up to 6t,18236
5,2015,May,Commercial vehicles,New registrations CV up to 2t,1320
5,2015,May,Commercial vehicles,"New registrations CV over 2 to 3,5t",16462
5,2015,May,Commercial vehicles,"New registrations CV over 3,5 to 6t",454
5,2015,May,Commercial vehicles,New registrations Total CV over 6t,6765
5,2015,May,Commercial vehicles,New registrations CV over 6 to 16t,1654
5,2015,May,Commercial vehicles,New registrations CV over 16t,5111
5,2015,May,Commercial vehicles,New registrations Total Buses,427
5,2015,May,Commercial vehicles,Trailer Total,28158
5,2015,May,Commercial vehicles,Trailer - Semitrailers,2648
5,2015,May,Commercial vehicles,Trailer - Caravans,2840
5,2015,May,Commercial vehicles,Export CV up to 6t,18036
5,2015,May,Commercial vehicles,Produktion CV up to 6t,24309
11,2015,November,Passenger cars,New registrations Total,272377
11,2015,November,Passenger cars,New registrations German makes incl. group makes,195637
11,2015,November,Passenger cars,New registrations Foreign makes,76740
11,2015,November,Passenger cars,Export,389400
11,2015,November,Passenger cars,Production,518512
11,2015,November,Commercial vehicles,New registrations Total,32429
11,2015,November,Commercial vehicles,New registrations Total CV up to 6t,24844
11,2015,November,Commercial vehicles,New registrations CV up to 2t,1541
11,2015,November,Commercial vehicles,"New registrations CV over 2 to 3,5t",22693
11,2015,November,Commercial vehicles,"New registrations CV over 3,5 to 6t",610
11,2015,November,Commercial vehicles,New registrations Total CV over 6t,6836
11,2015,November,Commercial vehicles,New registrations CV over 6 to 16t,2000
11,2015,November,Commercial vehicles,New registrations CV over 16t,4836
11,2015,November,Commercial vehicles,New registrations Total Buses,749
11,2015,November,Commercial vehicles,Trailer Total,18738
11,2015,November,Commercial vehicles,Trailer - Semitrailers,2652
11,2015,November,Commercial vehicles,Trailer - Caravans,546
11,2015,November,Commercial vehicles,Export CV up to 6t,23279
11,2015,November,Commercial vehicles,Produktion CV up to 6t,31496
10,2015,October,Passenger cars,New registrations Total,278372
10,2015,October,Passenger cars,New registrations German makes incl. group makes,202687
10,2015,October,Passenger cars,New registrations Foreign makes,75685
10,2015,October,Passenger cars,Export,397498
10,2015,October,Passenger cars,Production,529856
10,2015,October,Commercial vehicles,New registrations Total,32972
10,2015,October,Commercial vehicles,New registrations Total CV up to 6t,23776
10,2015,October,Commercial vehicles,New registrations CV up to 2t,1459
10,2015,October,Commercial vehicles,"New registrations CV over 2 to 3,5t",21682
10,2015,October,Commercial vehicles,"New registrations CV over 3,5 to 6t",635
10,2015,October,Commercial vehicles,New registrations Total CV over 6t,8675
10,2015,October,Commercial vehicles,New registrations CV over 6 to 16t,2675
10,2015,October,Commercial vehicles,New registrations CV over 16t,6000
10,2015,October,Commercial vehicles,New registrations Total Buses,521
10,2015,October,Commercial vehicles,Trailer Total,23961
10,2015,October,Commercial vehicles,Trailer - Semitrailers,2590
10,2015,October,Commercial vehicles,Trailer - Caravans,1385
10,2015,October,Commercial vehicles,Export CV up to 6t,23424
10,2015,October,Commercial vehicles,Produktion CV up to 6t,32696
9,2015,September,Passenger cars,New registrations Total,272479
9,2015,September,Passenger cars,New registrations German makes incl. group makes,193592
9,2015,September,Passenger cars,New registrations Foreign makes,78887
9,2015,September,Passenger cars,Export,412654
9,2015,September,Passenger cars,Production,538149
9,2015,September,Commercial vehicles,New registrations Total,27300
9,2015,September,Commercial vehicles,New registrations Total CV up to 6t,19707
9,2015,September,Commercial vehicles,New registrations CV up to 2t,1168
9,2015,September,Commercial vehicles,"New registrations CV over 2 to 3,5t",18028
9,2015,September,Commercial vehicles,"New registrations CV over 3,5 to 6t",511
9,2015,September,Commercial vehicles,New registrations Total CV over 6t,7224
9,2015,September,Commercial vehicles,New registrations CV over 6 to 16t,2045
9,2015,September,Commercial vehicles,New registrations CV over 16t,5179
9,2015,September,Commercial vehicles,New registrations Total Buses,369
9,2015,September,Commercial vehicles,Trailer Total,23321
9,2015,September,Commercial vehicles,Trailer - Semitrailers,2729
9,2015,September,Commercial vehicles,Trailer - Caravans,979
9,2015,September,Commercial vehicles,Export CV up to 6t,23386
9,2015,September,Commercial vehicles,Produktion CV up to 6t,31125
4,2016,April,Passenger cars,New registrations Total,315921
4,2016,April,Passenger cars,New registrations German makes incl. group makes,228007
4,2016,April,Passenger cars,New registrations Foreign makes,87914
4,2016,April,Passenger cars,Export,417073
4,2016,April,Passenger cars,Production,550158
4,2016,April,Commercial vehicles,New registrations Total,31919
4,2016,April,Commercial vehicles,New registrations Total CV up to 6t,22612
4,2016,April,Commercial vehicles,New registrations CV up to 2t,1587
4,2016,April,Commercial vehicles,"New registrations CV over 2 to 3,5t",20444
4,2016,April,Commercial vehicles,"New registrations CV over 3,5 to 6t",581
4,2016,April,Commercial vehicles,New registrations Total CV over 6t,8686
4,2016,April,Commercial vehicles,New registrations CV over 6 to 16t,1948
4,2016,April,Commercial vehicles,New registrations CV over 16t,6738
4,2016,April,Commercial vehicles,New registrations Total Buses,621
4,2016,April,Commercial vehicles,Trailer Total,33319
4,2016,April,Commercial vehicles,Trailer - Semitrailers,3294
4,2016,April,Commercial vehicles,Trailer - Caravans,3148
4,2016,April,Commercial vehicles,Export CV up to 6t,21616
4,2016,April,Commercial vehicles,Produktion CV up to 6t,28587
8,2016,August,Passenger cars,New registrations Total,245076
8,2016,August,Passenger cars,New registrations German makes incl. group makes,169398
8,2016,August,Passenger cars,New registrations Foreign makes,75678
8,2016,August,Passenger cars,Export,316223
8,2016,August,Passenger cars,Production,410256
8,2016,August,Commercial vehicles,New registrations Total,30623
8,2016,August,Commercial vehicles,New registrations Total CV up to 6t,23621
8,2016,August,Commercial vehicles,New registrations CV up to 2t,1435
8,2016,August,Commercial vehicles,"New registrations CV over 2 to 3,5t",21631
8,2016,August,Commercial vehicles,"New registrations CV over 3,5 to 6t",555
8,2016,August,Commercial vehicles,New registrations Total CV over 6t,6535
8,2016,August,Commercial vehicles,New registrations CV over 6 to 16t,1937
8,2016,August,Commercial vehicles,New registrations CV over 16t,4598
8,2016,August,Commercial vehicles,New registrations Total Buses,467
8,2016,August,Commercial vehicles,Trailer Total,24975
8,2016,August,Commercial vehicles,Trailer - Semitrailers,2289
8,2016,August,Commercial vehicles,Trailer - Caravans,1317
8,2016,August,Commercial vehicles,Export CV up to 6t,12837
8,2016,August,Commercial vehicles,Produktion CV up to 6t,16152
12,2016,December,Passenger cars,New registrations Total,256533
12,2016,December,Passenger cars,New registrations German makes incl. group makes,175349
12,2016,December,Passenger cars,New registrations Foreign makes,81184
12,2016,December,Passenger cars,Export,304200
12,2016,December,Passenger cars,Production,368494
12,2016,December,Commercial vehicles,New registrations Total,31451
12,2016,December,Commercial vehicles,New registrations Total CV up to 6t,24085
12,2016,December,Commercial vehicles,New registrations CV up to 2t,2117
12,2016,December,Commercial vehicles,"New registrations CV over 2 to 3,5t",21278
12,2016,December,Commercial vehicles,"New registrations CV over 3,5 to 6t",690
12,2016,December,Commercial vehicles,New registrations Total CV over 6t,6455
12,2016,December,Commercial vehicles,New registrations CV over 6 to 16t,2018
12,2016,December,Commercial vehicles,New registrations CV over 16t,4437
12,2016,December,Commercial vehicles,New registrations Total Buses,911
12,2016,December,Commercial vehicles,Trailer Total,15661
12,2016,December,Commercial vehicles,Trailer - Semitrailers,2148
12,2016,December,Commercial vehicles,Trailer - Caravans,493
12,2016,December,Commercial vehicles,Export CV up to 6t,19712
12,2016,December,Commercial vehicles,Produktion CV up to 6t,23515
2,2016,February,Passenger cars,New registrations Total,250146
2,2016,February,Passenger cars,New registrations German makes incl. group makes,180966
2,2016,February,Passenger cars,New registrations Foreign makes,69180
2,2016,February,Passenger cars,Export,399997
2,2016,February,Passenger cars,Production,529061
2,2016,February,Commercial vehicles,New registrations Total,25565
2,2016,February,Commercial vehicles,New registrations Total CV up to 6t,18862
2,2016,February,Commercial vehicles,New registrations CV up to 2t,1206
2,2016,February,Commercial vehicles,"New registrations CV over 2 to 3,5t",17123
2,2016,February,Commercial vehicles,"New registrations CV over 3,5 to 6t",533
2,2016,February,Commercial vehicles,New registrations Total CV over 6t,6291
2,2016,February,Commercial vehicles,New registrations CV over 6 to 16t,1503
2,2016,February,Commercial vehicles,New registrations CV over 16t,4788
2,2016,February,Commercial vehicles,New registrations Total Buses,412
2,2016,February,Commercial vehicles,Trailer Total,20324
2,2016,February,Commercial vehicles,Trailer - Semitrailers,2730
2,2016,February,Commercial vehicles,Trailer - Caravans,1313
2,2016,February,Commercial vehicles,Export CV up to 6t,22088
2,2016,February,Commercial vehicles,Produktion CV up to 6t,28822
1,2016,January,Passenger cars,New registrations Total,218365
1,2016,January,Passenger cars,New registrations German makes incl. group makes,158620
1,2016,January,Passenger cars,New registrations Foreign makes,59745
1,2016,January,Passenger cars,Export,311610
1,2016,January,Passenger cars,Production,416983
1,2016,January,Commercial vehicles,New registrations Total,24131
1,2016,January,Commercial vehicles,New registrations Total CV up to 6t,17365
1,2016,January,Commercial vehicles,New registrations CV up to 2t,1302
1,2016,January,Commercial vehicles,"New registrations CV over 2 to 3,5t",15667
1,2016,January,Commercial vehicles,"New registrations CV over 3,5 to 6t",396
1,2016,January,Commercial vehicles,New registrations Total CV over 6t,6308
1,2016,January,Commercial vehicles,New registrations CV over 6 to 16t,1320
1,2016,January,Commercial vehicles,New registrations CV over 16t,4988
1,2016,January,Commercial vehicles,New registrations Total Buses,458
1,2016,January,Commercial vehicles,Trailer Total,14835
1,2016,January,Commercial vehicles,Trailer - Semitrailers,2986
1,2016,January,Commercial vehicles,Trailer - Caravans,569
1,2016,January,Commercial vehicles,Export CV up to 6t,17944
1,2016,January,Commercial vehicles,Produktion CV up to 6t,24202
7,2016,July,Passenger cars,New registrations Total,278866
7,2016,July,Passenger cars,New registrations German makes incl. group makes,197347
7,2016,July,Passenger cars,New registrations Foreign makes,81519
7,2016,July,Passenger cars,Export,333308
7,2016,July,Passenger cars,Production,410630
7,2016,July,Commercial vehicles,New registrations Total,28480
7,2016,July,Commercial vehicles,New registrations Total CV up to 6t,20599
7,2016,July,Commercial vehicles,New registrations CV up to 2t,1264
7,2016,July,Commercial vehicles,"New registrations CV over 2 to 3,5t",18929
7,2016,July,Commercial vehicles,"New registrations CV over 3,5 to 6t",406
7,2016,July,Commercial vehicles,New registrations Total CV over 6t,7390
7,2016,July,Commercial vehicles,New registrations CV over 6 to 16t,1861
7,2016,July,Commercial vehicles,New registrations CV over 16t,5529
7,2016,July,Commercial vehicles,New registrations Total Buses,491
7,2016,July,Commercial vehicles,Trailer Total,27118
7,2016,July,Commercial vehicles,Trailer - Semitrailers,2928
7,2016,July,Commercial vehicles,Trailer - Caravans,2108
7,2016,July,Commercial vehicles,Export CV up to 6t,17868
7,2016,July,Commercial vehicles,Produktion CV up to 6t,23481
6,2016,June,Passenger cars,New registrations Total,339563
6,2016,June,Passenger cars,New registrations German makes incl. group makes,241212
6,2016,June,Passenger cars,New registrations Foreign makes,98351
6,2016,June,Passenger cars,Export,415900
6,2016,June,Passenger cars,Production,563546
6,2016,June,Commercial vehicles,New registrations Total,35179
6,2016,June,Commercial vehicles,New registrations Total CV up to 6t,26293
6,2016,June,Commercial vehicles,New registrations CV up to 2t,1940
6,2016,June,Commercial vehicles,"New registrations CV over 2 to 3,5t",23745
6,2016,June,Commercial vehicles,"New registrations CV over 3,5 to 6t",608
6,2016,June,Commercial vehicles,New registrations Total CV over 6t,8301
6,2016,June,Commercial vehicles,New registrations CV over 6 to 16t,2065
6,2016,June,Commercial vehicles,New registrations CV over 16t,6236
6,2016,June,Commercial vehicles,New registrations Total Buses,585
6,2016,June,Commercial vehicles,Trailer Total,30891
6,2016,June,Commercial vehicles,Trailer - Semitrailers,3731
6,2016,June,Commercial vehicles,Trailer - Caravans,2585
6,2016,June,Commercial vehicles,Export CV up to 6t,22355
6,2016,June,Commercial vehicles,Produktion CV up to 6t,29962
3,2016,March,Passenger cars,New registrations Total,322913
3,2016,March,Passenger cars,New registrations German makes incl. group makes,229338
3,2016,March,Passenger cars,New registrations Foreign makes,93575
3,2016,March,Passenger cars,Export,395023
3,2016,March,Passenger cars,Production,523210
3,2016,March,Commercial vehicles,New registrations Total,32017
3,2016,March,Commercial vehicles,New registrations Total CV up to 6t,23332
3,2016,March,Commercial vehicles,New registrations CV up to 2t,1552
3,2016,March,Commercial vehicles,"New registrations CV over 2 to 3,5t",21184
3,2016,March,Commercial vehicles,"New registrations CV over 3,5 to 6t",596
3,2016,March,Commercial vehicles,New registrations Total CV over 6t,8106
3,2016,March,Commercial vehicles,New registrations CV over 6 to 16t,1849
3,2016,March,Commercial vehicles,New registrations CV over 16t,6257
3,2016,March,Commercial vehicles,New registrations Total Buses,579
3,2016,March,Commercial vehicles,Trailer Total,30552
3,2016,March,Commercial vehicles,Trailer - Semitrailers,3112
3,2016,March,Commercial vehicles,Trailer - Caravans,2807
3,2016,March,Commercial vehicles,Export CV up to 6t,21692
3,2016,March,Commercial vehicles,Produktion CV up to 6t,27792
5,2016,May,Passenger cars,New registrations Total,286931
5,2016,May,Passenger cars,New registrations German makes incl. group makes,202499
5,2016,May,Passenger cars,New registrations Foreign makes,84432
5,2016,May,Passenger cars,Export,345923
5,2016,May,Passenger cars,Production,445393
5,2016,May,Commercial vehicles,New registrations Total,28183
5,2016,May,Commercial vehicles,New registrations Total CV up to 6t,21040
5,2016,May,Commercial vehicles,New registrations CV up to 2t,1446
5,2016,May,Commercial vehicles,"New registrations CV over 2 to 3,5t",19064
5,2016,May,Commercial vehicles,"New registrations CV over 3,5 to 6t",530
5,2016,May,Commercial vehicles,New registrations Total CV over 6t,6667
5,2016,May,Commercial vehicles,New registrations CV over 6 to 16t,1563
5,2016,May,Commercial vehicles,New registrations CV over 16t,5104
5,2016,May,Commercial vehicles,New registrations Total Buses,476
5,2016,May,Commercial vehicles,Trailer Total,29694
5,2016,May,Commercial vehicles,Trailer - Semitrailers,2972
5,2016,May,Commercial vehicles,Trailer - Caravans,2821
5,2016,May,Commercial vehicles,Export CV up to 6t,18603
5,2016,May,Commercial vehicles,Produktion CV up to 6t,26259
11,2016,November,Passenger cars,New registrations Total,276567
11,2016,November,Passenger cars,New registrations German makes incl. group makes,196804
11,2016,November,Passenger cars,New registrations Foreign makes,79763
11,2016,November,Passenger cars,Export,412079
11,2016,November,Passenger cars,Production,535180
11,2016,November,Commercial vehicles,New registrations Total,33003
11,2016,November,Commercial vehicles,New registrations Total CV up to 6t,25361
11,2016,November,Commercial vehicles,New registrations CV up to 2t,1633
11,2016,November,Commercial vehicles,"New registrations CV over 2 to 3,5t",23108
11,2016,November,Commercial vehicles,"New registrations CV over 3,5 to 6t",620
11,2016,November,Commercial vehicles,New registrations Total CV over 6t,6919
11,2016,November,Commercial vehicles,New registrations CV over 6 to 16t,2141
11,2016,November,Commercial vehicles,New registrations CV over 16t,4778
11,2016,November,Commercial vehicles,New registrations Total Buses,723
11,2016,November,Commercial vehicles,Trailer Total,19615
11,2016,November,Commercial vehicles,Trailer - Semitrailers,2588
11,2016,November,Commercial vehicles,Trailer - Caravans,674
11,2016,November,Commercial vehicles,Export CV up to 6t,22105
11,2016,November,Commercial vehicles,Produktion CV up to 6t,28935
10,2016,October,Passenger cars,New registrations Total,262724
10,2016,October,Passenger cars,New registrations German makes incl. group makes,187027
10,2016,October,Passenger cars,New registrations Foreign makes,75697
10,2016,October,Passenger cars,Export,355697
10,2016,October,Passenger cars,Production,464434
10,2016,October,Commercial vehicles,New registrations Total,28016
10,2016,October,Commercial vehicles,New registrations Total CV up to 6t,20577
10,2016,October,Commercial vehicles,New registrations CV up to 2t,1322
10,2016,October,Commercial vehicles,"New registrations CV over 2 to 3,5t",18768
10,2016,October,Commercial vehicles,"New registrations CV over 3,5 to 6t",487
10,2016,October,Commercial vehicles,New registrations Total CV over 6t,6899
10,2016,October,Commercial vehicles,New registrations CV over 6 to 16t,1944
10,2016,October,Commercial vehicles,New registrations CV over 16t,4955
10,2016,October,Commercial vehicles,New registrations Total Buses,540
10,2016,October,Commercial vehicles,Trailer Total,21750
10,2016,October,Commercial vehicles,Trailer - Semitrailers,2620
10,2016,October,Commercial vehicles,Trailer - Caravans,826
10,2016,October,Commercial vehicles,Export CV up to 6t,19849
10,2016,October,Commercial vehicles,Produktion CV up to 6t,27109
9,2016,September,Passenger cars,New registrations Total,298002
9,2016,September,Passenger cars,New registrations German makes incl. group makes,210365
9,2016,September,Passenger cars,New registrations Foreign makes,87637
9,2016,September,Passenger cars,Export,404119
9,2016,September,Passenger cars,Production,529463
9,2016,September,Commercial vehicles,New registrations Total,28693
9,2016,September,Commercial vehicles,New registrations Total CV up to 6t,20719
9,2016,September,Commercial vehicles,New registrations CV up to 2t,1359
9,2016,September,Commercial vehicles,"New registrations CV over 2 to 3,5t",18917
9,2016,September,Commercial vehicles,"New registrations CV over 3,5 to 6t",443
9,2016,September,Commercial vehicles,New registrations Total CV over 6t,7554
9,2016,September,Commercial vehicles,New registrations CV over 6 to 16t,2083
9,2016,September,Commercial vehicles,New registrations CV over 16t,5471
9,2016,September,Commercial vehicles,New registrations Total Buses,420
9,2016,September,Commercial vehicles,Trailer Total,25635
9,2016,September,Commercial vehicles,Trailer - Semitrailers,3026
9,2016,September,Commercial vehicles,Trailer - Caravans,1076
9,2016,September,Commercial vehicles,Export CV up to 6t,23232
9,2016,September,Commercial vehicles,Produktion CV up to 6t,30938
4,2017,April,Passenger cars,New registrations Total,290697
4,2017,April,Passenger cars,New registrations German makes incl. group makes,202023
4,2017,April,Passenger cars,New registrations Foreign makes,88674
4,2017,April,Passenger cars,Export,343954
4,2017,April,Passenger cars,Production,450717
4,2017,April,Commercial vehicles,New registrations Total,28147
4,2017,April,Commercial vehicles,New registrations Total CV up to 6t,20227
4,2017,April,Commercial vehicles,New registrations CV up to 2t,1355
4,2017,April,Commercial vehicles,"New registrations CV over 2 to 3,5t",18434
4,2017,April,Commercial vehicles,"New registrations CV over 3,5 to 6t",438
4,2017,April,Commercial vehicles,New registrations Total CV over 6t,7279
4,2017,April,Commercial vehicles,New registrations CV over 6 to 16t,1905
4,2017,April,Commercial vehicles,New registrations CV over 16t,5374
4,2017,April,Commercial vehicles,New registrations Total Buses,641
4,2017,April,Commercial vehicles,Trailer Total,31202
4,2017,April,Commercial vehicles,Trailer - Semitrailers,2940
4,2017,April,Commercial vehicles,Trailer - Caravans,3240
4,2017,April,Commercial vehicles,Export CV up to 6t,
4,2017,April,Commercial vehicles,Produktion CV up to 6t,
8,2017,August,Passenger cars,New registrations Total,253680
8,2017,August,Passenger cars,New registrations German makes incl. group makes,172071
8,2017,August,Passenger cars,New registrations Foreign makes,81609
8,2017,August,Passenger cars,Export,352515
8,2017,August,Passenger cars,Production,452786
8,2017,August,Commercial vehicles,New registrations Total,29992
8,2017,August,Commercial vehicles,New registrations Total CV up to 6t,22777
8,2017,August,Commercial vehicles,New registrations CV up to 2t,1567
8,2017,August,Commercial vehicles,"New registrations CV over 2 to 3,5t",20794
8,2017,August,Commercial vehicles,"New registrations CV over 3,5 to 6t",416
8,2017,August,Commercial vehicles,New registrations Total CV over 6t,6762
8,2017,August,Commercial vehicles,New registrations CV over 6 to 16t,1815
8,2017,August,Commercial vehicles,New registrations CV over 16t,4947
8,2017,August,Commercial vehicles,New registrations Total Buses,453
8,2017,August,Commercial vehicles,Trailer Total,25810
8,2017,August,Commercial vehicles,Trailer - Semitrailers,2567
8,2017,August,Commercial vehicles,Trailer - Caravans,1487
8,2017,August,Commercial vehicles,Export CV up to 6t,
8,2017,August,Commercial vehicles,Produktion CV up to 6t,
12,2017,December,Passenger cars,New registrations Total,253950
12,2017,December,Passenger cars,New registrations German makes incl. group makes,174758
12,2017,December,Passenger cars,New registrations Foreign makes,79192
12,2017,December,Passenger cars,Export,310300
12,2017,December,Passenger cars,Production,360168
12,2017,December,Commercial vehicles,New registrations Total,31507
12,2017,December,Commercial vehicles,New registrations Total CV up to 6t,24470
12,2017,December,Commercial vehicles,New registrations CV up to 2t,1751
12,2017,December,Commercial vehicles,"New registrations CV over 2 to 3,5t",22170
12,2017,December,Commercial vehicles,"New registrations CV over 3,5 to 6t",549
12,2017,December,Commercial vehicles,New registrations Total CV over 6t,6219
12,2017,December,Commercial vehicles,New registrations CV over 6 to 16t,1747
12,2017,December,Commercial vehicles,New registrations CV over 16t,4472
12,2017,December,Commercial vehicles,New registrations Total Buses,818
12,2017,December,Commercial vehicles,Trailer Total,14634
12,2017,December,Commercial vehicles,Trailer - Semitrailers,2353
12,2017,December,Commercial vehicles,Trailer - Caravans,553
12,2017,December,Commercial vehicles,Export CV up to 6t,
12,2017,December,Commercial vehicles,Produktion CV up to 6t,
2,2017,February,Passenger cars,New registrations Total,243602
2,2017,February,Passenger cars,New registrations German makes incl. group makes,168678
2,2017,February,Passenger cars,New registrations Foreign makes,74924
2,2017,February,Passenger cars,Export,376912
2,2017,February,Passenger cars,Production,487600
2,2017,February,Commercial vehicles,New registrations Total,25497
2,2017,February,Commercial vehicles,New registrations Total CV up to 6t,18713
2,2017,February,Commercial vehicles,New registrations CV up to 2t,1339
2,2017,February,Commercial vehicles,"New registrations CV over 2 to 3,5t",16988
2,2017,February,Commercial vehicles,"New registrations CV over 3,5 to 6t",386
2,2017,February,Commercial vehicles,New registrations Total CV over 6t,6372
2,2017,February,Commercial vehicles,New registrations CV over 6 to 16t,1417
2,2017,February,Commercial vehicles,New registrations CV over 16t,4955
2,2017,February,Commercial vehicles,New registrations Total Buses,412
2,2017,February,Commercial vehicles,Trailer Total,21236
2,2017,February,Commercial vehicles,Trailer - Semitrailers,2988
2,2017,February,Commercial vehicles,Trailer - Caravans,1281
2,2017,February,Commercial vehicles,Export CV up to 6t,
2,2017,February,Commercial vehicles,Produktion CV up to 6t,
1,2017,January,Passenger cars,New registrations Total,241399
1,2017,January,Passenger cars,New registrations German makes incl. group makes,174463
1,2017,January,Passenger cars,New registrations Foreign makes,66936
1,2017,January,Passenger cars,Export,348510
1,2017,January,Passenger cars,Production,459282
1,2017,January,Commercial vehicles,New registrations Total,24767
1,2017,January,Commercial vehicles,New registrations Total CV up to 6t,18323
1,2017,January,Commercial vehicles,New registrations CV up to 2t,1500
1,2017,January,Commercial vehicles,"New registrations CV over 2 to 3,5t",16445
1,2017,January,Commercial vehicles,"New registrations CV over 3,5 to 6t",378
1,2017,January,Commercial vehicles,New registrations Total CV over 6t,5924
1,2017,January,Commercial vehicles,New registrations CV over 6 to 16t,1231
1,2017,January,Commercial vehicles,New registrations CV over 16t,4693
1,2017,January,Commercial vehicles,New registrations Total Buses,520
1,2017,January,Commercial vehicles,Trailer Total,16109
1,2017,January,Commercial vehicles,Trailer - Semitrailers,2983
1,2017,January,Commercial vehicles,Trailer - Caravans,621
1,2017,January,Commercial vehicles,Export CV up to 6t,
1,2017,January,Commercial vehicles,Produktion CV up to 6t,
7,2017,July,Passenger cars,New registrations Total,283080
7,2017,July,Passenger cars,New registrations German makes incl. group makes,195985
7,2017,July,Passenger cars,New registrations Foreign makes,87095
7,2017,July,Passenger cars,Export,317458
7,2017,July,Passenger cars,Production,376087
7,2017,July,Commercial vehicles,New registrations Total,29605
7,2017,July,Commercial vehicles,New registrations Total CV up to 6t,21840
7,2017,July,Commercial vehicles,New registrations CV up to 2t,1457
7,2017,July,Commercial vehicles,"New registrations CV over 2 to 3,5t",19928
7,2017,July,Commercial vehicles,"New registrations CV over 3,5 to 6t",455
7,2017,July,Commercial vehicles,New registrations Total CV over 6t,7295
7,2017,July,Commercial vehicles,New registrations CV over 6 to 16t,1735
7,2017,July,Commercial vehicles,New registrations CV over 16t,5560
7,2017,July,Commercial vehicles,New registrations Total Buses,470
7,2017,July,Commercial vehicles,Trailer Total,28396
7,2017,July,Commercial vehicles,Trailer - Semitrailers,2974
7,2017,July,Commercial vehicles,Trailer - Caravans,2486
7,2017,July,Commercial vehicles,Export CV up to 6t,
7,2017,July,Commercial vehicles,Produktion CV up to 6t,
6,2017,June,Passenger cars,New registrations Total,327693
6,2017,June,Passenger cars,New registrations German makes incl. group makes,224702
6,2017,June,Passenger cars,New registrations Foreign makes,102991
6,2017,June,Passenger cars,Export,349357
6,2017,June,Passenger cars,Production,473778
6,2017,June,Commercial vehicles,New registrations Total,32816
6,2017,June,Commercial vehicles,New registrations Total CV up to 6t,24961
6,2017,June,Commercial vehicles,New registrations CV up to 2t,1616
6,2017,June,Commercial vehicles,"New registrations CV over 2 to 3,5t",22912
6,2017,June,Commercial vehicles,"New registrations CV over 3,5 to 6t",433
6,2017,June,Commercial vehicles,New registrations Total CV over 6t,7308
6,2017,June,Commercial vehicles,New registrations CV over 6 to 16t,1784
6,2017,June,Commercial vehicles,New registrations CV over 16t,5524
6,2017,June,Commercial vehicles,New registrations Total Buses,547
6,2017,June,Commercial vehicles,Trailer Total,29644
6,2017,June,Commercial vehicles,Trailer - Semitrailers,3250
6,2017,June,Commercial vehicles,Trailer - Caravans,2819
6,2017,June,Commercial vehicles,Export CV up to 6t,
6,2017,June,Commercial vehicles,Produktion CV up to 6t,
3,2017,March,Passenger cars,New registrations Total,359683
3,2017,March,Passenger cars,New registrations German makes incl. group makes,245122
3,2017,March,Passenger cars,New registrations Foreign makes,114561
3,2017,March,Passenger cars,Export,439213
3,2017,March,Passenger cars,Production,567605
3,2017,March,Commercial vehicles,New registrations Total,37542
